103,104,0.152493
103,105,0.174725
103,106,0.139764
103,107,0.256414
103,5,0.054740
103,109,0.293303
103,7,0.031835
103,8,0.081987
103,13,0.075172
103,15,0.068935
103,16,0.079378
103,17,0.102670
103,18,0.112378
103,19,0.108176
103,20,0.025341
103,21,0.224709
103,22,0.317450
103,23,0.326836
103,24,0.337661
103,25,0.291229
103,26,0.263505
103,27,0.043093
103,29,0.167584
103,31,0.046737
103,32,0.142229
103,34,0.273015
103,35,0.152282
103,36,0.169755
103,42,0.255998
103,119,0.156895
103,128,0.234151
103,49,0.181725
103,50,0.162528
103,51,0.057741
103,52,0.051374
103,53,0.143805
103,54,0.157528
103,120,0.241161
103,61,0.040314
103,62,0.183664
103,65,0.247021
103,66,0.188372
103,68,0.182673
103,69,0.175416
103,72,0.174692
103,127,0.132188
103,76,0.211582
103,123,0.238825
103,121,0.195525
103,80,0.055378
103,81,0.243636
103,118,0.265625
103,83,0.237645
103,87,0.253922
103,89,0.116833
103,91,0.244629
103,92,0.293279
103,93,0.204470
103,108,0.176329
103,134,0.210954
103,102,0.433353
103,28,0.262722
103,30,0.395496
103,48,0.257802
103,33,0.297144
103,37,0.300065
103,39,0.317268
103,38,0.314847
103,40,0.290033
103,41,0.305259
103,43,0.088253
103,44,0.315539
103,45,0.307628
103,46,0.255949
103,47,0.196640
103,55,0.377171
103,56,0.245494
103,59,0.368735
103,60,0.333009
103,63,0.229503
103,70,0.418151
103,73,0.059759
103,77,0.316671
103,78,0.295461
103,82,0.327289
103,84,0.322452
103,85,0.328935
103,86,0.354793
103,88,0.306263
103,90,0.340437
103,94,0.331697
103,95,0.342928
103,96,0.333571
103,97,0.209144
103,98,0.242328
103,99,0.306914
103,100,0.046276
103,101,0.356192
103,57,0.311681
103,58,0.254422
103,64,0.322282
103,67,0.383035
103,71,0.279450
103,74,0.315308
103,75,0.323796
103,79,0.355628
103,114,0.144076
103,110,0.262630
103,113,0.319600
103,112,0.238886
103,111,0.198813
103,115,0.239531
103,116,0.025718
103,117,0.170856
103,122,0.249429
103,124,0.229150
103,125,0.236055
103,126,0.177696
103,129,0.155159
103,130,0.206185
103,131,0.323094
103,132,0.161951
103,133,0.286714
103,135,0.274578
103,136,0.436169
103,137,0.357511
103,138,0.141709
103,139,0.233412
103,140,0.233100
103,141,0.190499
103,142,0.242240
103,143,0.207590
103,144,0.245714
103,145,0.240107
103,146,0.313161
103,147,0.263637
103,148,0.165901
103,149,0.249473
103,150,0.159238
104,105,0.433816
104,106,0.547972
104,107,0.354813
104,5,0.004571
104,109,0.455308
104,8,0.041902
104,13,0.029625
104,17,0.120261
104,18,0.093667
104,19,0.174196
104,20,0.024899
104,21,0.297919
104,22,0.206416
104,23,0.197712
104,24,0.003348
104,25,0.220430
104,26,0.273954
104,27,0.032288
104,29,0.360791
104,31,0.032704
104,32,0.542075
104,34,0.188153
104,35,0.447685
104,36,0.391433
104,42,0.304163
104,119,0.374644
104,128,0.341168
104,49,0.450062
104,50,0.399723
104,51,0.016079
104,52,0.018384
104,53,0.433668
104,54,0.509225
104,120,0.287342
104,61,0.037130
104,62,0.472744
104,65,0.258693
104,66,0.384905
104,68,0.459027
104,69,0.418400
104,72,0.457898
104,127,0.398106
104,76,0.417174
104,123,0.086509
104,121,0.309419
104,80,0.041310
104,81,0.245400
104,118,0.329366
104,83,0.245782
104,87,0.299969
104,89,0.517615
104,91,0.281135
104,92,0.332111
104,93,0.430215
